Epoch,Error mean,Error std
1,0.0000337507,0.0000001952
2,0.0000324030,0.0000001905
3,0.0000314800,0.0000001783
4,0.0000309033,0.0000001629
5,0.0000306235,0.0000001561
6,0.0000305981,0.0000001519
7,0.0000307948,0.0000001466
8,0.0000311981,0.0000001489
9,0.0000317835,0.0000001550
10,0.0000325354,0.0000001649
11,0.0000334380,0.0000001742
12,0.0000344703,0.0000001829
13,0.0000356083,0.0000001882
14,0.0000368231,0.0000001906
15,0.0000380881,0.0000001947
16,0.0000393891,0.0000002003
17,0.0000407118,0.0000002074
18,0.0000420454,0.0000002160
19,0.0000433811,0.0000002250
20,0.0000447118,0.0000002357
21,0.0000460324,0.0000002459
22,0.0000473364,0.0000002549
23,0.0000486190,0.0000002637
24,0.0000498765,0.0000002729
25,0.0000511043,0.0000002818
26,0.0000522989,0.0000002907
27,0.0000534593,0.0000002993
28,0.0000545832,0.0000003061
29,0.0000556686,0.0000003111
30,0.0000567145,0.0000003158
