Epoch,Error mean,Error std
1,0.004522,0.000172
2,0.004283,0.000175
3,0.004093,0.000174
4,0.003953,0.000167
5,0.003841,0.000171
6,0.003759,0.000176
7,0.003700,0.000181
8,0.003661,0.000185
9,0.003640,0.000182
10,0.003637,0.000170
11,0.003647,0.000163
12,0.003672,0.000155
13,0.003708,0.000148
14,0.003752,0.000142
15,0.003809,0.000141
16,0.003871,0.000145
17,0.003936,0.000150
18,0.004002,0.000153
19,0.004065,0.000157
20,0.004129,0.000161
21,0.004194,0.000163
22,0.004258,0.000166
23,0.004320,0.000171
24,0.004381,0.000177
25,0.004440,0.000185
26,0.004497,0.000191
27,0.004551,0.000198
28,0.004602,0.000205
29,0.004652,0.000210
30,0.004699,0.000215
31,0.004745,0.000220
32,0.004788,0.000226
33,0.004830,0.000231
34,0.004871,0.000236
35,0.004910,0.000241
36,0.004947,0.000245
37,0.004983,0.000249
38,0.005018,0.000253
39,0.005051,0.000257
40,0.005083,0.000261
41,0.005114,0.000265
42,0.005144,0.000269
43,0.005172,0.000272
44,0.005199,0.000276
45,0.005225,0.000279
46,0.005250,0.000283
47,0.005274,0.000286
48,0.005298,0.000289
49,0.005321,0.000292
50,0.005343,0.000294
51,0.005364,0.000297
52,0.005384,0.000299
53,0.005404,0.000301
54,0.005423,0.000303
55,0.005441,0.000305
56,0.005459,0.000307
57,0.005476,0.000309
58,0.005493,0.000311
59,0.005509,0.000313
60,0.005524,0.000315
