Epoch,Error mean,Error std
1,0.0000272690,0.0000001753
2,0.0000214104,0.0000001480
3,0.0000172792,0.0000001237
4,0.0000143348,0.0000001049
5,0.0000122199,0.0000000932
6,0.0000106949,0.0000000849
7,0.0000095908,0.0000000771
8,0.0000087885,0.0000000716
9,0.0000082046,0.0000000674
10,0.0000077790,0.0000000634
11,0.0000074671,0.0000000611
12,0.0000072383,0.0000000598
13,0.0000070700,0.0000000594
14,0.0000069459,0.0000000591
15,0.0000068540,0.0000000585
16,0.0000067860,0.0000000578
17,0.0000067349,0.0000000574
18,0.0000066966,0.0000000575
19,0.0000066681,0.0000000577
20,0.0000066471,0.0000000577
21,0.0000066322,0.0000000575
22,0.0000066223,0.0000000571
23,0.0000066159,0.0000000568
24,0.0000066124,0.0000000568
25,0.0000066113,0.0000000568
26,0.0000066123,0.0000000569
27,0.0000066146,0.0000000570
28,0.0000066183,0.0000000572
29,0.0000066230,0.0000000576
30,0.0000066286,0.0000000580
