Epoch,Error mean,Error std
1,0.0000277739,0.0000002152
2,0.0000223682,0.0000001477
3,0.0000185336,0.0000001077
4,0.0000157610,0.0000000820
5,0.0000137253,0.0000000596
6,0.0000122194,0.0000000442
7,0.0000110959,0.0000000274
8,0.0000102472,0.0000000133
9,0.0000095984,0.0000000008
10,0.0000091016,0.0000000123
11,0.0000087150,0.0000000227
12,0.0000084130,0.0000000319
13,0.0000081739,0.0000000395
14,0.0000079832,0.0000000464
15,0.0000078309,0.0000000518
16,0.0000077083,0.0000000551
17,0.0000076084,0.0000000577
18,0.0000075274,0.0000000602
19,0.0000074605,0.0000000631
20,0.0000074055,0.0000000659
21,0.0000073598,0.0000000685
22,0.0000073217,0.0000000702
23,0.0000072895,0.0000000708
24,0.0000072627,0.0000000715
25,0.0000072400,0.0000000726
26,0.0000072210,0.0000000740
27,0.0000072055,0.0000000749
28,0.0000071928,0.0000000757
29,0.0000071824,0.0000000765
30,0.0000071740,0.0000000776
