Epoch,Error mean,Error std
1,0.0000277720,0.0000002149
2,0.0000223658,0.0000001478
3,0.0000185314,0.0000001073
4,0.0000157578,0.0000000817
5,0.0000137220,0.0000000597
6,0.0000122158,0.0000000444
7,0.0000110921,0.0000000268
8,0.0000102421,0.0000000121
9,0.0000095924,0.0000000008
10,0.0000090952,0.0000000110
11,0.0000087081,0.0000000209
12,0.0000084057,0.0000000296
13,0.0000081665,0.0000000380
14,0.0000079762,0.0000000451
15,0.0000078241,0.0000000507
16,0.0000077011,0.0000000542
17,0.0000076011,0.0000000571
18,0.0000075202,0.0000000597
19,0.0000074542,0.0000000621
20,0.0000073996,0.0000000648
21,0.0000073538,0.0000000676
22,0.0000073152,0.0000000700
23,0.0000072829,0.0000000715
24,0.0000072559,0.0000000726
25,0.0000072332,0.0000000738
26,0.0000072142,0.0000000748
27,0.0000071988,0.0000000758
28,0.0000071863,0.0000000770
29,0.0000071760,0.0000000781
30,0.0000071677,0.0000000790
