Epoch,Error mean,Error std
1,0.004210,0.000160
2,0.003688,0.000160
3,0.003244,0.000172
4,0.002883,0.000169
5,0.002589,0.000169
6,0.002353,0.000173
7,0.002168,0.000175
8,0.002026,0.000180
9,0.001931,0.000180
10,0.001891,0.000168
11,0.001887,0.000151
12,0.001902,0.000140
13,0.001932,0.000134
14,0.001965,0.000130
15,0.002002,0.000131
16,0.002038,0.000133
17,0.002074,0.000136
18,0.002110,0.000137
19,0.002143,0.000138
20,0.002175,0.000139
21,0.002206,0.000139
22,0.002235,0.000139
23,0.002263,0.000139
24,0.002289,0.000139
25,0.002313,0.000140
26,0.002336,0.000140
27,0.002357,0.000141
28,0.002376,0.000141
29,0.002395,0.000142
30,0.002413,0.000143
31,0.002429,0.000144
32,0.002445,0.000145
33,0.002460,0.000146
34,0.002474,0.000147
35,0.002487,0.000148
36,0.002500,0.000150
37,0.002512,0.000152
38,0.002524,0.000154
39,0.002535,0.000156
40,0.002545,0.000157
41,0.002555,0.000159
42,0.002565,0.000160
43,0.002575,0.000161
44,0.002584,0.000162
45,0.002592,0.000163
46,0.002600,0.000164
47,0.002608,0.000165
48,0.002615,0.000166
49,0.002622,0.000166
50,0.002629,0.000167
51,0.002635,0.000168
52,0.002641,0.000168
53,0.002647,0.000169
54,0.002653,0.000170
55,0.002659,0.000170
56,0.002664,0.000171
57,0.002669,0.000171
58,0.002674,0.000172
59,0.002679,0.000172
60,0.002683,0.000173
