Epoch,Error mean,Error std
1,0.0000266186,0.0000001729
2,0.0000206290,0.0000001452
3,0.0000165048,0.0000001197
4,0.0000135943,0.0000000992
5,0.0000115009,0.0000000827
6,0.0000099688,0.0000000728
7,0.0000088318,0.0000000663
8,0.0000079757,0.0000000618
9,0.0000073223,0.0000000592
10,0.0000068177,0.0000000572
11,0.0000064231,0.0000000555
12,0.0000061108,0.0000000542
13,0.0000058608,0.0000000527
14,0.0000056581,0.0000000512
15,0.0000054915,0.0000000499
16,0.0000053532,0.0000000488
17,0.0000052377,0.0000000480
18,0.0000051401,0.0000000476
19,0.0000050568,0.0000000472
20,0.0000049851,0.0000000469
21,0.0000049229,0.0000000468
22,0.0000048686,0.0000000467
23,0.0000048209,0.0000000467
24,0.0000047785,0.0000000466
25,0.0000047407,0.0000000468
26,0.0000047070,0.0000000471
27,0.0000046766,0.0000000475
28,0.0000046492,0.0000000479
29,0.0000046244,0.0000000483
30,0.0000046018,0.0000000488
