Epoch,Error mean,Error std
1,0.004342,0.000161
2,0.003934,0.000154
3,0.003583,0.000158
4,0.003293,0.000156
5,0.003054,0.000158
6,0.002858,0.000166
7,0.002698,0.000172
8,0.002577,0.000171
9,0.002494,0.000163
10,0.002455,0.000151
11,0.002454,0.000143
12,0.002476,0.000136
13,0.002508,0.000128
14,0.002549,0.000124
15,0.002595,0.000125
16,0.002644,0.000128
17,0.002692,0.000135
18,0.002743,0.000143
19,0.002794,0.000149
20,0.002842,0.000155
21,0.002889,0.000160
22,0.002932,0.000164
23,0.002972,0.000168
24,0.003011,0.000172
25,0.003047,0.000176
26,0.003082,0.000179
27,0.003114,0.000181
28,0.003145,0.000184
29,0.003173,0.000186
30,0.003199,0.000189
31,0.003225,0.000191
32,0.003248,0.000193
33,0.003271,0.000195
34,0.003292,0.000197
35,0.003312,0.000199
36,0.003331,0.000201
37,0.003349,0.000203
38,0.003367,0.000205
39,0.003383,0.000207
40,0.003399,0.000209
41,0.003414,0.000211
42,0.003428,0.000213
43,0.003441,0.000215
44,0.003454,0.000217
45,0.003467,0.000219
46,0.003478,0.000221
47,0.003490,0.000223
48,0.003501,0.000224
49,0.003511,0.000226
50,0.003521,0.000228
51,0.003531,0.000229
52,0.003541,0.000230
53,0.003550,0.000231
54,0.003559,0.000232
55,0.003567,0.000233
56,0.003575,0.000234
57,0.003583,0.000234
58,0.003590,0.000235
59,0.003597,0.000236
60,0.003605,0.000236
