Epoch,Error mean,Error std
1,0.0000280893,0.0000001743
2,0.0000224441,0.0000001498
3,0.0000183144,0.0000001289
4,0.0000153062,0.0000001118
5,0.0000131233,0.0000000980
6,0.0000115508,0.0000000877
7,0.0000104340,0.0000000789
8,0.0000096555,0.0000000751
9,0.0000091267,0.0000000717
10,0.0000087796,0.0000000696
11,0.0000085637,0.0000000671
12,0.0000084391,0.0000000663
13,0.0000083751,0.0000000662
14,0.0000083538,0.0000000668
15,0.0000083626,0.0000000665
16,0.0000083910,0.0000000665
17,0.0000084327,0.0000000661
18,0.0000084835,0.0000000657
19,0.0000085406,0.0000000652
20,0.0000086011,0.0000000646
21,0.0000086637,0.0000000643
22,0.0000087276,0.0000000642
23,0.0000087917,0.0000000645
24,0.0000088558,0.0000000646
25,0.0000089196,0.0000000647
26,0.0000089830,0.0000000647
27,0.0000090462,0.0000000645
28,0.0000091093,0.0000000644
29,0.0000091722,0.0000000645
30,0.0000092350,0.0000000647
