Epoch,Error mean,Error std
1,0.129261,0.045833
2,0.117977,0.039021
3,0.107665,0.033896
4,0.098607,0.030671
5,0.090698,0.028995
6,0.083795,0.028235
7,0.077922,0.027789
8,0.072661,0.027561
9,0.067933,0.027419
10,0.063666,0.027288
11,0.059799,0.027133
12,0.056292,0.026954
13,0.053403,0.026530
14,0.050907,0.026000
15,0.048830,0.025260
16,0.047006,0.024491
17,0.045311,0.023762
18,0.043775,0.023008
19,0.042301,0.022310
20,0.040871,0.021679
21,0.039487,0.021109
22,0.038147,0.020596
23,0.036852,0.020133
24,0.035612,0.019707
25,0.034590,0.019073
26,0.033725,0.018438
27,0.032991,0.017926
28,0.032275,0.017462
29,0.031615,0.016993
30,0.030982,0.016560
31,0.030388,0.016147
32,0.029811,0.015777
33,0.029274,0.015459
34,0.028814,0.015236
35,0.028371,0.015043
36,0.028051,0.014759
37,0.027786,0.014446
38,0.027561,0.014132
39,0.027351,0.013834
40,0.027148,0.013556
41,0.027038,0.013449
42,0.026983,0.013402
43,0.026987,0.013324
44,0.026991,0.013271
45,0.027016,0.013240
46,0.027054,0.013229
47,0.027091,0.013238
48,0.027126,0.013264
49,0.027161,0.013306
50,0.027209,0.013356
51,0.027271,0.013412
52,0.027338,0.013476
53,0.027409,0.013552
54,0.027509,0.013635
55,0.027618,0.013716
56,0.027730,0.013800
57,0.027839,0.013898
58,0.027944,0.014009
59,0.028046,0.014131
60,0.028146,0.014262
