Epoch,Error mean,Error std
1,0.0000369621,-nan
2,0.0000293237,-nan
3,0.0000239175,-nan
4,0.0000200100,-nan
5,0.0000171366,-nan
6,0.0000149956,-nan
7,0.0000133781,-nan
8,0.0000121471,-nan
9,0.0000111946,-nan
10,0.0000104529,-nan
11,0.0000098667,-nan
12,0.0000093979,-nan
13,0.0000090221,-nan
14,0.0000087180,-nan
15,0.0000084697,-nan
16,0.0000082643,-nan
17,0.0000080945,-nan
18,0.0000079539,-nan
19,0.0000078371,-nan
20,0.0000077413,-nan
21,0.0000076607,-nan
22,0.0000075926,-nan
23,0.0000075363,-nan
24,0.0000074902,-nan
25,0.0000074520,-nan
26,0.0000074210,-nan
27,0.0000073966,-nan
28,0.0000073783,-nan
29,0.0000073642,-nan
30,0.0000073548,-nan
