Epoch,Error mean,Error std
1,0.007802,0.001049
2,0.003924,0.000633
3,0.002038,0.000505
4,0.001553,0.000567
5,0.001700,0.000541
6,0.001926,0.000476
7,0.002119,0.000416
8,0.002260,0.000375
9,0.002363,0.000353
10,0.002437,0.000339
11,0.002494,0.000332
12,0.002537,0.000328
13,0.002571,0.000327
14,0.002597,0.000327
15,0.002618,0.000328
16,0.002636,0.000329
17,0.002650,0.000329
18,0.002662,0.000328
19,0.002673,0.000327
20,0.002682,0.000326
21,0.002690,0.000326
22,0.002697,0.000325
23,0.002703,0.000325
24,0.002708,0.000324
25,0.002713,0.000324
26,0.002718,0.000324
27,0.002722,0.000323
28,0.002727,0.000322
29,0.002731,0.000322
30,0.002734,0.000321
31,0.002738,0.000321
32,0.002741,0.000321
33,0.002744,0.000320
34,0.002746,0.000320
35,0.002749,0.000320
36,0.002751,0.000319
37,0.002753,0.000319
38,0.002755,0.000319
39,0.002757,0.000319
40,0.002759,0.000319
41,0.002760,0.000318
42,0.002762,0.000318
43,0.002764,0.000318
44,0.002765,0.000318
45,0.002766,0.000318
46,0.002767,0.000318
47,0.002769,0.000318
48,0.002770,0.000318
49,0.002771,0.000318
50,0.002772,0.000318
51,0.002773,0.000318
52,0.002774,0.000318
53,0.002774,0.000317
54,0.002775,0.000317
55,0.002776,0.000317
56,0.002777,0.000317
57,0.002777,0.000317
58,0.002778,0.000317
59,0.002779,0.000317
60,0.002779,0.000317
