Epoch,Error mean,Error std
1,0.0000265973,0.0000001710
2,0.0000205653,0.0000001418
3,0.0000163764,0.0000001171
4,0.0000133851,0.0000000985
5,0.0000111989,0.0000000854
6,0.0000095696,0.0000000766
7,0.0000083342,0.0000000715
8,0.0000073832,0.0000000681
9,0.0000066408,0.0000000656
10,0.0000060545,0.0000000637
11,0.0000055856,0.0000000619
12,0.0000052065,0.0000000603
13,0.0000048971,0.0000000592
14,0.0000046419,0.0000000583
15,0.0000044295,0.0000000574
16,0.0000042511,0.0000000567
17,0.0000041000,0.0000000560
18,0.0000039708,0.0000000554
19,0.0000038596,0.0000000548
20,0.0000037629,0.0000000544
21,0.0000036783,0.0000000540
22,0.0000036039,0.0000000537
23,0.0000035380,0.0000000535
24,0.0000034793,0.0000000533
25,0.0000034269,0.0000000531
26,0.0000033796,0.0000000529
27,0.0000033368,0.0000000528
28,0.0000032979,0.0000000527
29,0.0000032624,0.0000000525
30,0.0000032299,0.0000000524
