Epoch,Error mean,Error std
1,0.0000266460,0.0000001763
2,0.0000207077,0.0000001504
3,0.0000166549,0.0000001268
4,0.0000138292,0.0000001088
5,0.0000118247,0.0000000945
6,0.0000103800,0.0000000839
7,0.0000093233,0.0000000766
8,0.0000085404,0.0000000714
9,0.0000079528,0.0000000674
10,0.0000075055,0.0000000657
11,0.0000071613,0.0000000644
12,0.0000068933,0.0000000633
13,0.0000066815,0.0000000626
14,0.0000065118,0.0000000621
15,0.0000063738,0.0000000623
16,0.0000062606,0.0000000622
17,0.0000061668,0.0000000623
18,0.0000060880,0.0000000624
19,0.0000060212,0.0000000625
20,0.0000059644,0.0000000627
21,0.0000059154,0.0000000629
22,0.0000058727,0.0000000632
23,0.0000058354,0.0000000635
24,0.0000058025,0.0000000638
25,0.0000057733,0.0000000640
26,0.0000057473,0.0000000642
27,0.0000057241,0.0000000643
28,0.0000057032,0.0000000645
29,0.0000056843,0.0000000646
30,0.0000056672,0.0000000647
