Epoch,Error mean,Error std
1,0.000447,0.000014
2,0.000286,0.000011
3,0.000194,0.000008
4,0.000140,0.000006
5,0.000107,0.000004
6,0.000087,0.000003
7,0.000075,0.000002
8,0.000067,0.000002
9,0.000062,0.000002
10,0.000058,0.000002
11,0.000056,0.000002
12,0.000054,0.000002
13,0.000053,0.000002
14,0.000052,0.000002
15,0.000052,0.000002
16,0.000051,0.000002
17,0.000051,0.000002
18,0.000051,0.000002
19,0.000051,0.000002
20,0.000050,0.000002
21,0.000050,0.000002
22,0.000050,0.000002
23,0.000050,0.000002
24,0.000050,0.000002
25,0.000050,0.000002
26,0.000050,0.000002
27,0.000050,0.000002
28,0.000050,0.000002
29,0.000050,0.000002
30,0.000050,0.000002
31,0.000050,0.000002
32,0.000050,0.000002
33,0.000050,0.000002
34,0.000050,0.000002
35,0.000050,0.000002
36,0.000050,0.000002
37,0.000050,0.000002
38,0.000050,0.000002
39,0.000050,0.000002
40,0.000050,0.000002
41,0.000050,0.000002
42,0.000050,0.000002
43,0.000050,0.000002
44,0.000050,0.000002
45,0.000050,0.000002
46,0.000050,0.000002
47,0.000050,0.000002
48,0.000050,0.000002
49,0.000050,0.000002
50,0.000050,0.000002
51,0.000050,0.000002
52,0.000050,0.000002
53,0.000050,0.000002
54,0.000050,0.000002
55,0.000050,0.000002
56,0.000050,0.000002
57,0.000050,0.000002
58,0.000050,0.000002
59,0.000050,0.000002
60,0.000050,0.000002
