Epoch,Error mean,Error std
1,0.0000266902,0.0000001671
2,0.0000208484,0.0000001369
3,0.0000169252,0.0000001102
4,0.0000142448,0.0000000914
5,0.0000123835,0.0000000799
6,0.0000110733,0.0000000731
7,0.0000101374,0.0000000693
8,0.0000094611,0.0000000664
9,0.0000089648,0.0000000641
10,0.0000085951,0.0000000633
11,0.0000083155,0.0000000640
12,0.0000081012,0.0000000647
13,0.0000079347,0.0000000653
14,0.0000078032,0.0000000663
15,0.0000076980,0.0000000674
16,0.0000076128,0.0000000680
17,0.0000075431,0.0000000686
18,0.0000074856,0.0000000693
19,0.0000074375,0.0000000699
20,0.0000073972,0.0000000707
21,0.0000073631,0.0000000712
22,0.0000073345,0.0000000717
23,0.0000073101,0.0000000722
24,0.0000072890,0.0000000728
25,0.0000072708,0.0000000733
26,0.0000072548,0.0000000739
27,0.0000072409,0.0000000745
28,0.0000072288,0.0000000751
29,0.0000072182,0.0000000756
30,0.0000072088,0.0000000761
