Epoch,Error mean,Error std
1,0.0000278233,0.0000002172
2,0.0000224432,0.0000001512
3,0.0000186243,0.0000001111
4,0.0000158561,0.0000000875
5,0.0000138260,0.0000000645
6,0.0000123274,0.0000000514
7,0.0000112098,0.0000000352
8,0.0000103661,0.0000000202
9,0.0000097209,0.0000000101
10,0.0000092276,0.0000000003
11,0.0000088467,0.0000000098
12,0.0000085495,0.0000000161
13,0.0000083169,0.0000000211
14,0.0000081349,0.0000000256
15,0.0000079907,0.0000000293
16,0.0000078759,0.0000000321
17,0.0000077836,0.0000000353
18,0.0000077092,0.0000000382
19,0.0000076488,0.0000000411
20,0.0000075994,0.0000000440
21,0.0000075594,0.0000000466
22,0.0000075268,0.0000000485
23,0.0000074996,0.0000000501
24,0.0000074773,0.0000000512
25,0.0000074592,0.0000000523
26,0.0000074449,0.0000000536
27,0.0000074339,0.0000000544
28,0.0000074253,0.0000000555
29,0.0000074186,0.0000000568
30,0.0000074140,0.0000000585
