Epoch,Error mean,Error std
1,0.0000278067,0.0000002133
2,0.0000224193,0.0000001490
3,0.0000185958,0.0000001149
4,0.0000158328,0.0000000926
5,0.0000138115,0.0000000728
6,0.0000123222,0.0000000579
7,0.0000112126,0.0000000395
8,0.0000103766,0.0000000224
9,0.0000097374,0.0000000097
10,0.0000092482,0.0000000023
11,0.0000088690,0.0000000143
12,0.0000085725,0.0000000231
13,0.0000083385,0.0000000294
14,0.0000081541,0.0000000350
15,0.0000080079,0.0000000405
16,0.0000078900,0.0000000446
17,0.0000077954,0.0000000482
18,0.0000077186,0.0000000524
19,0.0000076555,0.0000000560
20,0.0000076035,0.0000000596
21,0.0000075600,0.0000000625
22,0.0000075241,0.0000000649
23,0.0000074947,0.0000000666
24,0.0000074704,0.0000000679
25,0.0000074505,0.0000000691
26,0.0000074339,0.0000000708
27,0.0000074204,0.0000000727
28,0.0000074101,0.0000000746
29,0.0000074019,0.0000000764
30,0.0000073956,0.0000000784
