Epoch,Error mean,Error std
1,0.0000369261,-nan
2,0.0000292401,-nan
3,0.0000238307,-nan
4,0.0000199310,-nan
5,0.0000170660,-nan
6,0.0000149312,-nan
7,0.0000133188,-nan
8,0.0000120841,-nan
9,0.0000111283,-nan
10,0.0000103832,-nan
11,0.0000098021,-nan
12,0.0000093414,-nan
13,0.0000089727,-nan
14,0.0000086731,-nan
15,0.0000084277,-nan
16,0.0000082253,-nan
17,0.0000080578,-nan
18,0.0000079189,-nan
19,0.0000078029,-nan
20,0.0000077065,-nan
21,0.0000076259,-nan
22,0.0000075576,-nan
23,0.0000075000,-nan
24,0.0000074522,-nan
25,0.0000074123,-nan
26,0.0000073787,-nan
27,0.0000073506,-nan
28,0.0000073276,-nan
29,0.0000073090,-nan
30,0.0000072946,-nan
