Epoch,Error mean,Error std
1,0.008878,0.001129
2,0.004911,0.000746
3,0.002706,0.000504
4,0.002221,0.000509
5,0.002562,0.000461
6,0.002972,0.000401
7,0.003327,0.000361
8,0.003614,0.000368
9,0.003827,0.000398
10,0.003988,0.000431
11,0.004111,0.000462
12,0.004211,0.000487
13,0.004293,0.000507
14,0.004360,0.000525
15,0.004415,0.000540
16,0.004462,0.000552
17,0.004500,0.000561
18,0.004533,0.000569
19,0.004561,0.000575
20,0.004585,0.000581
21,0.004605,0.000586
22,0.004623,0.000590
23,0.004638,0.000594
24,0.004651,0.000597
25,0.004662,0.000600
26,0.004673,0.000602
27,0.004682,0.000603
28,0.004691,0.000605
29,0.004699,0.000606
30,0.004705,0.000607
31,0.004712,0.000608
32,0.004717,0.000609
33,0.004722,0.000610
34,0.004727,0.000611
35,0.004732,0.000612
36,0.004735,0.000612
37,0.004739,0.000613
38,0.004743,0.000613
39,0.004746,0.000614
40,0.004749,0.000614
41,0.004751,0.000615
42,0.004754,0.000615
43,0.004756,0.000615
44,0.004758,0.000616
45,0.004760,0.000616
46,0.004763,0.000616
47,0.004765,0.000617
48,0.004767,0.000617
49,0.004768,0.000617
50,0.004770,0.000617
51,0.004772,0.000617
52,0.004773,0.000617
53,0.004775,0.000617
54,0.004777,0.000618
55,0.004778,0.000618
56,0.004780,0.000618
57,0.004781,0.000618
58,0.004783,0.000618
59,0.004784,0.000618
60,0.004785,0.000618
