Epoch,Error mean,Error std
1,0.0000334060,-nan
2,0.0000317988,-nan
3,0.0000306267,-nan
4,0.0000298170,-nan
5,0.0000293341,-nan
6,0.0000291299,-nan
7,0.0000291714,-nan
8,0.0000294490,-nan
9,0.0000299535,-nan
10,0.0000306866,-nan
11,0.0000316502,-nan
12,0.0000328554,-nan
13,0.0000343102,-nan
14,0.0000360088,-nan
15,0.0000379189,-nan
16,0.0000399938,-nan
17,0.0000421695,-nan
18,0.0000443866,-nan
19,0.0000465884,-nan
20,0.0000487351,-nan
21,0.0000507943,-nan
22,0.0000527545,-nan
23,0.0000546071,-nan
24,0.0000563429,-nan
25,0.0000579528,-nan
26,0.0000594328,-nan
27,0.0000607747,-nan
28,0.0000619738,-nan
29,0.0000630314,-nan
30,0.0000639531,-nan
