Epoch,Error mean,Error std
1,0.0000271810,-nan
2,0.0000216263,-nan
3,0.0000176879,-nan
4,0.0000148455,-nan
5,0.0000127642,-nan
6,0.0000112256,-nan
7,0.0000100777,-nan
8,0.0000092087,-nan
9,0.0000085469,-nan
10,0.0000080329,-nan
11,0.0000076347,-nan
12,0.0000073218,-nan
13,0.0000070701,-nan
14,0.0000068659,-nan
15,0.0000066986,-nan
16,0.0000065606,-nan
17,0.0000064467,-nan
18,0.0000063512,-nan
19,0.0000062706,-nan
20,0.0000062022,-nan
21,0.0000061438,-nan
22,0.0000060929,-nan
23,0.0000060486,-nan
24,0.0000060098,-nan
25,0.0000059755,-nan
26,0.0000059446,-nan
27,0.0000059172,-nan
28,0.0000058926,-nan
29,0.0000058705,-nan
30,0.0000058505,-nan
