Epoch,Error mean,Error std
1,0.010702,0.001245
2,0.007311,0.000872
3,0.004832,0.000635
4,0.003717,0.000388
5,0.003939,0.000379
6,0.004480,0.000319
7,0.005036,0.000326
8,0.005543,0.000395
9,0.005979,0.000501
10,0.006390,0.000580
11,0.006737,0.000647
12,0.007035,0.000708
13,0.007284,0.000758
14,0.007495,0.000800
15,0.007677,0.000837
16,0.007835,0.000872
17,0.007971,0.000903
18,0.008089,0.000929
19,0.008194,0.000950
20,0.008289,0.000971
21,0.008374,0.000988
22,0.008449,0.001003
23,0.008517,0.001014
24,0.008579,0.001025
25,0.008634,0.001034
26,0.008684,0.001042
27,0.008729,0.001050
28,0.008770,0.001056
29,0.008808,0.001062
30,0.008842,0.001068
31,0.008874,0.001073
32,0.008903,0.001077
33,0.008930,0.001080
34,0.008955,0.001083
35,0.008979,0.001086
36,0.009000,0.001088
37,0.009020,0.001090
38,0.009039,0.001092
39,0.009056,0.001094
40,0.009072,0.001096
41,0.009088,0.001097
42,0.009102,0.001098
43,0.009115,0.001100
44,0.009128,0.001101
45,0.009139,0.001102
46,0.009150,0.001103
47,0.009161,0.001104
48,0.009171,0.001105
49,0.009180,0.001106
50,0.009189,0.001107
51,0.009198,0.001108
52,0.009206,0.001108
53,0.009213,0.001109
54,0.009221,0.001110
55,0.009227,0.001110
56,0.009234,0.001111
57,0.009240,0.001112
58,0.009246,0.001112
59,0.009252,0.001113
60,0.009257,0.001113
