Epoch,Error mean,Error std
1,0.0000375558,-nan
2,0.0000297917,-nan
3,0.0000242975,-nan
4,0.0000203217,-nan
5,0.0000173912,-nan
6,0.0000152022,-nan
7,0.0000135421,-nan
8,0.0000122712,-nan
9,0.0000112881,-nan
10,0.0000105206,-nan
11,0.0000099143,-nan
12,0.0000094338,-nan
13,0.0000090537,-nan
14,0.0000087480,-nan
15,0.0000084981,-nan
16,0.0000082931,-nan
17,0.0000081245,-nan
18,0.0000079846,-nan
19,0.0000078668,-nan
20,0.0000077669,-nan
21,0.0000076830,-nan
22,0.0000076123,-nan
23,0.0000075525,-nan
24,0.0000075022,-nan
25,0.0000074600,-nan
26,0.0000074254,-nan
27,0.0000073980,-nan
28,0.0000073759,-nan
29,0.0000073589,-nan
30,0.0000073472,-nan
