Epoch,Error mean,Error std
1,0.0000267957,0.0000001831
2,0.0000211986,0.0000001622
3,0.0000175939,0.0000001372
4,0.0000152424,0.0000001178
5,0.0000136880,0.0000001020
6,0.0000126487,0.0000000912
7,0.0000119495,0.0000000816
8,0.0000114717,0.0000000765
9,0.0000111400,0.0000000738
10,0.0000109071,0.0000000722
11,0.0000107409,0.0000000704
12,0.0000106217,0.0000000691
13,0.0000105354,0.0000000685
14,0.0000104719,0.0000000680
15,0.0000104251,0.0000000675
16,0.0000103906,0.0000000669
17,0.0000103655,0.0000000661
18,0.0000103473,0.0000000652
19,0.0000103346,0.0000000646
20,0.0000103259,0.0000000642
21,0.0000103202,0.0000000638
22,0.0000103173,0.0000000636
23,0.0000103162,0.0000000633
24,0.0000103167,0.0000000629
25,0.0000103183,0.0000000625
26,0.0000103206,0.0000000618
27,0.0000103236,0.0000000612
28,0.0000103271,0.0000000607
29,0.0000103311,0.0000000600
30,0.0000103354,0.0000000594
