Epoch,Error mean,Error std
1,0.0000372411,-nan
2,0.0000294996,-nan
3,0.0000240244,-nan
4,0.0000200690,-nan
5,0.0000171656,-nan
6,0.0000149959,-nan
7,0.0000133533,-nan
8,0.0000120990,-nan
9,0.0000111302,-nan
10,0.0000103748,-nan
11,0.0000097828,-nan
12,0.0000093140,-nan
13,0.0000089405,-nan
14,0.0000086406,-nan
15,0.0000083975,-nan
16,0.0000081992,-nan
17,0.0000080368,-nan
18,0.0000079039,-nan
19,0.0000077939,-nan
20,0.0000077021,-nan
21,0.0000076250,-nan
22,0.0000075621,-nan
23,0.0000075100,-nan
24,0.0000074667,-nan
25,0.0000074316,-nan
26,0.0000074033,-nan
27,0.0000073811,-nan
28,0.0000073641,-nan
29,0.0000073518,-nan
30,0.0000073436,-nan
