Epoch,Error mean,Error std
1,0.0000374432,-nan
2,0.0000296936,-nan
3,0.0000242146,-nan
4,0.0000202513,-nan
5,0.0000173376,-nan
6,0.0000151599,-nan
7,0.0000135102,-nan
8,0.0000122480,-nan
9,0.0000112763,-nan
10,0.0000105186,-nan
11,0.0000099236,-nan
12,0.0000094536,-nan
13,0.0000090806,-nan
14,0.0000087796,-nan
15,0.0000085340,-nan
16,0.0000083329,-nan
17,0.0000081661,-nan
18,0.0000080274,-nan
19,0.0000079113,-nan
20,0.0000078158,-nan
21,0.0000077360,-nan
22,0.0000076689,-nan
23,0.0000076117,-nan
24,0.0000075629,-nan
25,0.0000075228,-nan
26,0.0000074898,-nan
27,0.0000074636,-nan
28,0.0000074429,-nan
29,0.0000074275,-nan
30,0.0000074168,-nan
