Epoch,Error mean,Error std
1,0.0000266039,0.0000001722
2,0.0000205820,0.0000001442
3,0.0000164102,0.0000001195
4,0.0000134416,0.0000001010
5,0.0000112812,0.0000000880
6,0.0000096798,0.0000000800
7,0.0000084738,0.0000000749
8,0.0000075514,0.0000000714
9,0.0000068374,0.0000000687
10,0.0000062782,0.0000000668
11,0.0000058350,0.0000000652
12,0.0000054793,0.0000000638
13,0.0000051906,0.0000000624
14,0.0000049540,0.0000000611
15,0.0000047586,0.0000000599
16,0.0000045954,0.0000000590
17,0.0000044577,0.0000000583
18,0.0000043405,0.0000000577
19,0.0000042397,0.0000000575
20,0.0000041525,0.0000000574
21,0.0000040765,0.0000000572
22,0.0000040100,0.0000000572
23,0.0000039511,0.0000000573
24,0.0000038989,0.0000000574
25,0.0000038521,0.0000000575
26,0.0000038101,0.0000000577
27,0.0000037721,0.0000000577
28,0.0000037377,0.0000000577
29,0.0000037063,0.0000000578
30,0.0000036776,0.0000000578
