Epoch,Error mean,Error std
1,0.000448,0.000013
2,0.000289,0.000011
3,0.000199,0.000008
4,0.000147,0.000006
5,0.000117,0.000004
6,0.000099,0.000003
7,0.000088,0.000002
8,0.000082,0.000002
9,0.000078,0.000002
10,0.000075,0.000002
11,0.000073,0.000002
12,0.000072,0.000002
13,0.000071,0.000002
14,0.000070,0.000002
15,0.000070,0.000002
16,0.000070,0.000002
17,0.000070,0.000002
18,0.000069,0.000002
19,0.000069,0.000002
20,0.000069,0.000003
21,0.000069,0.000003
22,0.000069,0.000003
23,0.000069,0.000003
24,0.000069,0.000003
25,0.000069,0.000003
26,0.000069,0.000003
27,0.000069,0.000003
28,0.000069,0.000003
29,0.000069,0.000003
30,0.000069,0.000003
31,0.000069,0.000003
32,0.000069,0.000003
33,0.000069,0.000003
34,0.000069,0.000003
35,0.000069,0.000003
36,0.000069,0.000003
37,0.000069,0.000003
38,0.000069,0.000003
39,0.000069,0.000003
40,0.000069,0.000003
41,0.000069,0.000003
42,0.000069,0.000003
43,0.000069,0.000003
44,0.000069,0.000003
45,0.000069,0.000003
46,0.000069,0.000003
47,0.000069,0.000003
48,0.000069,0.000003
49,0.000069,0.000003
50,0.000069,0.000003
51,0.000069,0.000003
52,0.000069,0.000003
53,0.000069,0.000003
54,0.000069,0.000003
55,0.000070,0.000003
56,0.000070,0.000003
57,0.000070,0.000003
58,0.000070,0.000003
59,0.000070,0.000003
60,0.000070,0.000003
