Epoch,Error mean,Error std
1,0.0000274504,-nan
2,0.0000218849,-nan
3,0.0000179305,-nan
4,0.0000150580,-nan
5,0.0000129514,-nan
6,0.0000113923,-nan
7,0.0000102226,-nan
8,0.0000093342,-nan
9,0.0000086502,-nan
10,0.0000081208,-nan
11,0.0000077074,-nan
12,0.0000073811,-nan
13,0.0000071217,-nan
14,0.0000069126,-nan
15,0.0000067417,-nan
16,0.0000066012,-nan
17,0.0000064852,-nan
18,0.0000063882,-nan
19,0.0000063055,-nan
20,0.0000062350,-nan
21,0.0000061746,-nan
22,0.0000061216,-nan
23,0.0000060754,-nan
24,0.0000060344,-nan
25,0.0000059979,-nan
26,0.0000059655,-nan
27,0.0000059368,-nan
28,0.0000059116,-nan
29,0.0000058884,-nan
30,0.0000058677,-nan
